grade_level,school_code,sid,male,race_ethnicity,eco_dis,lep,iep,rdg_ss,math_ss
5,3,4940,M,W,1,0,1,1789.78913,1865.117781
6,2,4943,M,W,0,0,0,1280.976642,1349.205897
3,3,4945,M,B,0,0,0,1452.404261,1482.407334
4,3,4946,M,B,0,0,0,1825.909322,1875.171899
5,8,4947,F,W,1,0,0,1564.421956,1630.199365
4,3,4948,F,H,0,0,0,1563.766179,1616.717105
7,4,4949,F,W,0,1,0,1609.685338,1608.178417
4,11,4950,M,W,1,1,0,1190.573108,1242.788265
5,5,4951,F,B,1,0,0,1416.646519,1494.566891
5,12,4953,F,W,1,0,1,1478.364183,1555.48774
4,3,4954,M,B,0,0,0,1803.631677,1853.270947
3,9,4955,M,W,0,0,0,1530.223035,1553.617688
4,10,4958,M,W,0,0,1,1485.316751,1542.462719
4,12,4959,F,H,0,0,0,1257.222758,1307.574667
3,6,4960,F,H,1,0,0,1597.320359,1619.098199
5,5,4961,F,W,0,0,1,1630.782587,1696.399635
4,4,4963,M,H,1,1,0,1547.699971,1600.751002
4,2,4964,F,W,0,0,0,1443.177219,1500.674769
4,5,4965,M,W,1,0,0,1414.083149,1470.160947
3,7,4966,M,W,0,0,0,1344.931183,1383.312119
3,5,4967,F,W,1,0,0,1175.633476,1221.546734
4,4,4968,M,W,0,0,0,1504.253952,1562.246736
4,2,4969,F,W,0,0,1,1171.839815,1224.958863
5,3,4970,F,W,0,0,0,1735.564419,1806.738814
5,6,4971,F,B,0,0,0,1214.708567,1287.618353
3,3,4973,M,W,0,0,0,1693.703627,1714.808262
4,8,4974,M,W,0,0,1,1552.97616,1605.982343
5,6,4975,M,W,0,0,0,1568.87883,1634.046769
5,12,4976,M,W,1,0,0,1252.538644,1326.049729
3,6,4977,F,H,0,0,0,1542.291659,1564.957853
3,7,4978,M,W,0,0,0,1360.005615,1396.826554
5,3,4979,M,D,0,0,0,1542.504075,1612.558288
5,8,4980,M,W,1,0,0,1496.590445,1572.023271
3,8,4981,M,W,0,0,0,1776.116268,1797.038434
5,6,4982,M,B,0,0,0,1466.68387,1541.392527
6,5,4983,M,H,1,0,0,1802.089033,1868.633394
6,7,4984,M,W,0,0,0,1618.834516,1661.086786
3,3,4985,M,D,1,0,0,1605.13349,1626.999276
3,1,4988,F,W,1,0,0,1621.491582,1643.273168
4,3,4989,M,W,0,0,0,1771.573504,1821.784515
5,2,4991,M,W,0,0,0,1518.348892,1590.534631
4,3,4992,F,H,1,0,0,1395.689388,1452.845727
6,8,4993,M,W,1,0,0,1537.067939,1581.565734
5,6,4994,F,B,0,0,0,1860.638777,1942.169422
4,7,4995,M,W,0,0,0,1547.699971,1600.751002
6,3,4996,M,A,0,0,0,1876.877509,1962.651259
3,2,4997,F,W,0,0,0,1312.637822,1350.552911
4,3,4999,M,H,0,0,1,1443.177219,1500.674769
5,6,5000,M,W,1,0,1,1524.512643,1596.995883
5,2,1,M,W,0,0,0,1608.747679,1673.774122
5,1,2,M,W,0,0,0,1496.590445,1572.023271
6,1,3,F,W,0,0,1,1754.80546,1811.654487
4,2,4,M,W,1,0,1,1524.015818,1580.154793
5,2,5,F,W,1,0,0,1648.619282,1714.866564
6,6,6,M,W,1,0,1,1587.80211,1632.401123
4,5,7,M,W,0,0,0,1532.526185,1587.40963
5,2,8,F,W,0,0,0,1850.036927,1930.597475
6,5,9,M,B,1,0,0,1832.948253,1906.755809
6,8,10,F,H,1,0,0,1566.947695,1609.657622
6,5,11,M,B,0,0,0,1658.871672,1700.204286
5,12,12,M,W,0,0,0,1346.63578,1420.613657
4,6,13,F,W,1,0,0,1558.328741,1611.318198
3,11,14,F,W,0,0,0,1597.320359,1619.098199
5,9,15,F,W,0,0,0,1536.367559,1607.635773
5,11,16,M,W,1,0,0,1429.35113,1506.349459
6,5,17,M,B,1,0,0,1524.761246,1568.817478
4,8,18,M,W,1,0,0,1498.347014,1556.346894
4,3,19,M,B,1,0,0,1624.669819,1676.603766
3,3,20,F,H,0,0,0,1647.391603,1668.878663
6,7,21,M,W,0,0,0,1559.474546,1598.876626
7,8,22,F,W,0,0,0,1638.127978,1637.714376
6,1,23,M,W,0,0,0,1534.321636,1579.352107
4,11,24,F,H,0,0,0,1542.491709,1595.915197
5,8,25,F,W,0,0,0,1568.87883,1634.046769
4,6,26,F,W,0,0,0,1392.638985,1449.13489
5,10,27,F,W,0,0,0,1608.747679,1673.774122
5,6,28,M,H,0,0,0,1549.076863,1617.711766
5,4,29,M,W,0,0,0,1711.074818,1780.581491
3,7,30,M,W,0,0,0,1465.630547,1495.682486
4,4,31,M,W,0,0,1,1741.189294,1791.947157
4,11,32,F,W,1,0,1,1498.347014,1556.346894
5,1,33,M,W,0,0,0,1799.421786,1875.550143
5,1,34,M,H,0,1,0,1518.348892,1590.534631
4,5,35,F,W,0,1,0,1537.351657,1591.483273
6,11,36,F,W,0,0,0,1430.737432,1459.559443
4,6,37,F,H,0,0,1,1461.819185,1519.444731
5,7,38,M,W,1,0,0,1681.456009,1749.223053
4,1,39,F,W,0,0,0,1646.02609,1697.665717
4,10,40,F,W,0,0,0,1439.360964,1496.729958
3,6,41,M,W,0,0,0,1486.161729,1513.790659
5,6,42,M,B,0,0,1,1515.110523,1586.857384
6,7,43,M,W,1,0,0,1409.267829,1442.33858
3,1,44,M,W,0,0,1,1665.44217,1686.757334
3,8,45,M,W,0,0,0,1460.957188,1491.196974
5,3,46,F,W,0,0,0,1552.596445,1620.491347
4,8,47,F,W,1,0,0,1504.253952,1562.246736
5,8,48,F,W,1,0,0,1214.708567,1287.618353
6,7,49,F,W,0,1,1,1571.64486,1615.938448
4,7,50,M,W,0,0,0,1450.658822,1508.314388
5,6,51,M,W,1,0,0,1648.619282,1714.866564
3,4,52,M,W,0,0,0,1776.116268,1797.038434
4,6,53,M,H,0,0,1,1731.441774,1782.369986
5,12,54,F,W,1,0,0,1603.499922,1668.413916
6,6,55,M,W,1,0,0,1471.17344,1501.517637
5,10,56,F,W,0,0,0,1695.857515,1764.4296
3,7,57,M,W,1,1,0,1597.320359,1619.098199
5,6,58,M,W,1,0,0,1462.680716,1536.755798
4,3,59,F,H,0,0,0,1323.727133,1372.844576
6,3,60,M,B,0,0,0,1635.319775,1677.174084
5,3,61,M,W,0,0,0,1346.63578,1420.613657
3,2,62,M,W,0,0,0,1301.73756,1340.839258
6,5,63,F,H,0,0,0,1594.916882,1638.754546
6,11,64,M,W,0,0,1,1678.046177,1720.175117
3,3,65,M,W,1,0,0,1444.653136,1474.372279
3,5,66,F,W,1,0,0,1647.391603,1668.878663
4,4,67,M,W,0,0,0,1465.606822,1523.146
7,11,68,F,A,1,0,1,1845.557615,1864.539032
8,3,69,M,B,0,0,0,1598.358201,1586.790404
5,4,70,F,W,0,1,0,1466.68387,1541.392527
5,6,71,F,H,0,0,0,1173.18088,1245.847368
4,5,72,M,W,0,0,0,1604.915228,1657.202637
3,9,73,M,W,0,1,0,1419.392976,1449.571162
3,6,74,F,H,0,0,0,1216.319659,1263.313052
4,7,75,M,W,0,0,1,1271.861062,1321.942983
3,8,76,F,W,0,0,0,1470.619667,1500.171085
5,8,77,F,W,0,0,0,1511.730713,1583.260076
6,6,78,M,H,0,0,0,1559.474546,1598.876626
3,5,79,M,W,1,0,0,1323.81134,1363.801378
3,5,80,F,H,0,0,0,1470.619667,1500.171085
3,7,81,M,W,0,0,1,1240.380309,1287.725635
6,7,82,F,W,0,0,1,1652.786867,1694.147729
7,6,83,M,H,1,0,0,1567.764719,1559.009176
4,3,84,F,W,0,0,0,1611.336234,1663.503551
3,4,85,M,W,0,0,0,1053.959966,1093.015213
6,5,86,F,W,0,0,0,1576.47823,1621.490814
6,1,87,F,W,0,0,0,1782.534965,1844.910165
4,6,88,F,A,0,0,0,1542.491709,1595.915197
6,2,89,F,W,1,0,0,1314.240137,1371.859821
4,8,90,M,W,1,0,1,1504.253952,1562.246736
3,8,91,M,W,0,0,0,1175.633476,1221.546734
5,6,92,M,A,1,0,0,1527.493693,1599.871444
6,5,93,M,W,0,0,0,1802.089033,1868.633394
5,4,94,M,W,1,1,1,1504.43543,1577.128175
4,4,95,F,W,0,0,0,1504.253952,1562.246736
4,6,96,F,B,1,0,0,1152.370468,1206.486262
3,6,97,M,W,1,0,1,1733.619231,1754.55381
4,7,98,M,W,0,0,1,1152.370468,1206.486262
6,6,99,F,W,0,0,0,1475.950587,1507.396433
6,8,100,M,W,0,0,1,1574.025011,1618.77458
5,2,101,M,W,1,0,0,1487.621408,1565.267904
5,7,102,F,W,1,0,0,1470.159865,1545.525593
4,9,103,F,H,0,0,0,1299.036529,1348.620451
6,6,104,M,H,1,0,1,1641.020402,1682.675851
5,3,105,M,W,1,1,0,1478.364183,1555.48774
3,4,106,F,W,0,0,0,1296.672087,1336.977897
6,8,107,F,W,0,0,0,1529.378067,1574.537243
4,12,108,M,W,1,0,0,1513.40267,1570.819672
7,10,109,F,W,1,0,0,1616.825435,1612.649266
4,3,110,M,B,0,1,0,1461.819185,1519.444731
7,4,111,M,W,0,0,0,1778.755032,1783.030648
5,5,112,M,H,1,0,1,1173.18088,1245.847368
5,1,113,F,W,0,0,0,1480.670831,1558.191083
5,12,114,M,W,1,0,1,1478.364183,1555.48774
5,6,115,F,A,0,0,0,1416.646519,1494.566891
4,7,116,F,W,0,0,0,1311.668689,1361.017265
5,2,117,M,W,1,0,0,1429.35113,1506.349459
6,7,118,F,W,1,0,0,1782.534965,1844.910165
3,5,119,F,W,1,0,0,1444.653136,1474.372279
4,7,120,F,W,0,0,0,1285.783153,1335.610301
6,9,121,M,H,0,0,0,1514.562403,1552.859436
4,12,122,M,W,0,0,1,1721.887585,1772.97789
4,5,123,M,H,1,0,0,1443.177219,1500.674769
7,3,124,M,H,0,0,0,1661.664844,1660.699824
3,11,125,M,W,1,0,0,1674.704086,1695.942234
5,10,126,F,W,0,1,0,1490.261574,1567.477419
5,10,127,M,B,0,0,1,1727.169188,1797.751259
7,6,128,F,H,1,0,0,1616.825435,1612.649266
5,5,129,F,B,0,0,0,1302.825606,1376.872239
3,11,130,F,A,0,0,0,1369.710317,1405.563054
5,2,131,M,W,0,0,0,1588.260441,1652.899049
5,4,132,F,B,1,0,0,1560.241157,1626.688654
3,4,133,M,W,0,0,0,1189.870514,1236.261059
6,6,134,F,W,1,0,1,1559.474546,1598.876626
7,3,135,M,H,1,0,0,1495.149479,1488.877622
4,3,136,F,W,1,0,0,1558.328741,1611.318198
6,12,137,F,H,0,0,0,1466.087621,1495.368263
5,6,138,M,W,0,0,0,1593.263962,1657.985447
5,3,139,F,W,1,0,1,1458.056473,1531.556911
6,11,140,F,W,1,0,0,1531.77861,1577.028681
5,4,141,F,W,0,0,1,1593.263962,1657.985447
3,9,142,F,W,1,0,0,1452.404261,1482.407334
3,12,143,M,W,0,0,1,1444.653136,1474.372279
4,6,144,M,H,1,0,1,1405.170525,1462.446315
5,10,145,F,W,1,0,0,1695.857515,1764.4296
3,6,146,F,H,0,0,0,1339.733736,1378.628844
4,4,147,F,H,0,0,0,1694.457829,1745.916677
5,6,148,F,H,0,0,0,1573.615816,1638.277361
4,9,149,F,H,0,0,0,1624.669819,1676.603766
4,5,150,F,H,0,0,0,1398.618005,1456.128521
5,3,151,F,W,1,0,0,1234.08951,1307.285107
3,10,152,M,W,0,0,0,1530.223035,1553.617688
4,5,153,F,B,1,0,1,1669.212581,1720.686675
5,5,154,F,H,0,0,0,1536.367559,1607.635773
4,3,155,M,W,1,1,1,1373.916281,1424.829412
3,1,156,F,W,0,0,0,1110.84581,1153.240356
6,8,157,F,W,0,0,0,1409.267829,1442.33858
6,10,158,F,W,1,0,0,1854.520685,1934.034181
5,7,159,F,W,0,0,0,1860.638777,1942.169422
5,10,160,F,H,0,0,0,1819.182421,1896.998239
4,11,161,M,W,0,0,0,1741.189294,1791.947157
6,4,162,F,A,0,0,0,1684.775987,1727.576525
7,6,163,M,H,0,0,0,1696.467475,1693.82991
3,11,164,M,W,1,1,0,1456.561255,1486.715839
5,9,165,F,W,0,0,0,1545.722018,1615.082911
3,9,166,M,B,0,0,0,1440.982028,1470.592607
5,7,167,M,W,0,0,0,1688.558616,1756.712691
6,5,168,M,W,0,0,1,1471.17344,1501.517637
6,3,169,M,B,0,0,0,1594.916882,1638.754546
7,6,170,F,A,0,1,0,1381.340386,1403.94469
3,4,171,F,W,0,0,0,1452.404261,1482.407334
4,6,172,F,B,1,0,1,1638.715261,1690.442124
3,1,173,F,W,0,0,0,1216.319659,1263.313052
3,6,174,F,W,0,0,0,1309.400547,1347.311041
3,6,175,F,H,1,0,1,1092.588077,1133.986372
5,5,176,M,W,1,0,0,1568.87883,1634.046769
3,3,177,F,W,1,0,1,1575.2329,1596.912697
6,10,178,M,B,1,0,1,1489.941715,1523.696014
5,4,179,F,W,0,0,1,1719.008541,1789.034607
3,6,180,M,A,0,0,0,1475.776196,1504.676296
6,9,181,M,W,1,0,0,1658.871672,1700.204286
3,3,182,M,W,1,0,0,1290.357454,1332.278589
6,3,183,F,W,0,0,0,1454.385279,1482.143122
6,11,184,F,W,0,0,0,1665.103503,1706.532221
4,5,185,F,B,1,0,0,1380.105444,1432.84327
5,3,186,M,H,0,0,0,1839.592485,1919.210236
3,5,187,F,W,0,0,1,1561.528663,1583.445231
5,4,188,M,H,0,0,0,1630.782587,1696.399635
4,4,189,F,W,0,0,0,1814.681169,1864.130731
3,6,190,M,W,0,0,0,1296.672087,1336.977897
4,9,191,M,W,1,1,0,1646.02609,1697.665717
6,8,192,F,W,0,0,0,1517.384752,1557.522418
3,12,193,F,W,0,0,0,1548.542197,1570.909836
3,10,194,M,A,0,0,0,1507.519146,1532.813853
4,10,195,M,W,0,0,0,1323.727133,1372.844576
4,11,196,F,A,0,0,0,1516.715535,1573.785893
3,3,197,F,W,1,0,0,1189.870514,1236.261059
6,8,198,F,W,0,0,0,1865.601867,1948.188637
3,6,199,M,H,0,0,0,1554.951002,1577.067787
4,3,200,M,W,0,0,1,1825.909322,1875.171899
5,5,201,F,H,0,1,1,1552.596445,1620.491347
4,10,202,F,A,1,0,0,1558.328741,1611.318198
6,9,203,M,B,0,0,0,1499.834218,1533.735049
4,1,204,M,W,1,0,0,1537.351657,1591.483273
6,8,205,F,W,1,1,0,1729.370914,1780.972552
6,10,206,F,W,0,0,0,1618.834516,1661.086786
4,2,207,M,W,0,0,0,1520.237717,1576.8824
6,6,208,F,W,1,0,0,1832.948253,1906.755809
7,2,209,F,H,0,0,0,1331.942987,1370.136392
6,6,210,M,W,1,0,0,1489.941715,1523.696014
3,3,211,F,B,0,0,0,1397.931496,1431.300839
3,12,212,F,W,0,0,0,1073.629872,1113.921305
3,9,213,F,W,1,0,0,1433.856279,1463.376166
4,6,214,F,B,0,0,0,1132.164391,1187.359013
5,11,215,M,W,0,0,0,1674.542033,1741.951616
4,12,216,F,W,0,0,0,1439.360964,1496.729958
5,6,217,M,W,1,0,0,1552.596445,1620.491347
4,6,218,M,W,0,0,0,1190.573108,1242.788265
6,12,219,M,W,1,0,0,1524.761246,1568.817478
5,7,220,F,W,0,0,0,1799.421786,1875.550143
7,11,221,F,W,0,0,0,1558.043791,1549.429644
6,12,222,F,W,0,0,0,1559.474546,1598.876626
4,6,223,F,B,0,0,0,1469.463241,1526.875727
6,10,224,M,W,0,1,0,1460.541958,1488.919647
4,3,225,M,W,1,0,0,1837.314301,1886.393991
4,1,226,M,W,0,0,0,1373.916281,1424.829412
3,8,227,F,W,0,0,0,1684.124408,1705.292203
4,6,228,M,W,0,0,0,1414.083149,1470.160947
3,5,229,F,W,0,0,0,1507.519146,1532.813853
5,11,230,M,W,1,1,0,1667.809031,1734.889316
7,6,231,F,B,1,1,0,1581.744093,1577.442747
5,6,232,M,W,1,1,1,1372.278164,1446.555642
6,9,233,F,W,0,0,0,1480.570234,1513.033318
3,11,234,M,D,1,0,0,1430.324661,1459.886272
4,7,235,M,W,1,0,0,1751.128312,1801.708944
6,11,236,M,W,0,0,0,1876.877509,1962.651259
5,5,237,M,A,0,0,0,1761.90161,1835.012504
4,8,238,F,W,0,0,0,1825.909322,1875.171899
6,11,239,M,W,0,0,0,1527.05921,1571.81958
6,4,240,F,B,0,0,0,1641.020402,1682.675851
4,12,241,F,B,0,0,0,1366.279524,1415.335417
5,11,242,F,W,1,0,1,1500.464289,1574.476595
4,5,243,F,A,0,0,0,1311.668689,1361.017265
5,7,244,F,W,0,0,1,1173.18088,1245.847368
6,6,245,F,H,0,0,0,1480.570234,1513.033318
3,2,246,F,W,0,0,0,1638.601974,1660.18285
6,6,247,F,B,0,0,0,1556.713458,1595.801633
3,5,248,F,A,0,0,0,1723.399542,1744.363186
6,6,249,M,W,0,0,0,1854.520685,1934.034181
4,2,250,F,W,0,0,0,1473.409457,1530.653639
6,5,251,M,H,0,0,0,1537.067939,1581.565734
3,5,252,M,B,1,0,0,1419.392976,1449.571162
6,5,253,M,B,0,0,0,1466.087621,1495.368263
3,6,254,F,H,0,0,0,1033.567127,1071.238153
5,5,255,F,B,0,0,0,1194.377043,1267.134101
3,6,256,F,W,0,0,1,1744.000258,1764.915627
6,3,257,F,W,0,0,0,1763.811618,1822.44145
5,4,258,F,W,0,0,0,1530.44464,1602.572284
3,6,259,F,W,0,0,0,1733.619231,1754.55381
6,10,260,F,B,1,0,0,1514.562403,1552.859436
6,12,261,F,W,1,0,0,1384.955406,1423.50406
6,4,262,M,W,0,0,1,1608.282949,1650.807411
3,11,263,M,W,0,0,0,1674.704086,1695.942234
3,6,264,M,W,0,0,0,1582.380652,1604.029772
5,3,265,M,W,1,0,0,1346.63578,1420.613657
6,9,266,F,W,0,0,0,1646.839605,1688.319325
5,8,267,M,W,1,0,0,1401.667182,1479.258802
6,12,268,F,W,0,0,0,1729.370914,1780.972552
3,9,269,F,W,0,1,0,1733.619231,1754.55381
3,3,270,F,W,1,0,0,1383.923327,1418.604196
5,6,271,F,H,0,0,0,1839.592485,1919.210236
3,10,272,M,H,1,0,0,1388.603921,1422.995471
6,5,273,F,H,0,0,1,1579.043533,1624.149367
3,3,274,M,A,0,0,0,1110.84581,1153.240356
6,10,275,M,W,0,0,1,1608.282949,1650.807411
5,3,276,F,W,0,0,0,1780.323782,1854.882661
5,11,277,F,W,0,0,1,1545.722018,1615.082911
5,1,278,M,W,1,0,0,1642.533589,1708.55014
3,12,279,F,W,0,0,0,1656.338172,1677.736484
4,5,280,F,H,0,0,0,1132.164391,1187.359013
5,1,281,M,W,0,0,0,1508.181627,1580.036504
7,1,282,F,W,0,0,0,1633.393998,1631.643482
5,6,283,M,H,1,0,0,1475.906092,1552.514706
5,10,284,F,W,1,0,0,1508.181627,1580.036504
4,3,285,M,H,0,1,1,1825.909322,1875.171899
4,4,286,M,W,0,0,0,1592.522466,1645.043979
4,12,287,M,W,1,0,0,1501.31233,1559.345669
5,5,288,F,W,0,0,0,1521.473654,1593.899109
3,5,289,F,B,0,0,0,1309.400547,1347.311041
4,5,290,F,B,0,0,1,1405.170525,1462.446315
3,6,291,F,H,0,0,0,1456.561255,1486.715839
6,12,292,F,W,1,0,0,1569.29876,1612.920201
3,3,293,M,W,1,0,1,1684.124408,1705.292203
4,10,294,F,B,0,0,0,1335.259358,1384.146215
5,6,295,F,B,0,0,0,1630.782587,1696.399635
6,2,296,F,W,0,0,0,1792.209032,1856.610356
4,2,297,F,W,1,0,0,1190.573108,1242.788265
4,6,298,M,A,1,0,1,1624.669819,1676.603766
3,7,299,M,W,1,0,1,1475.776196,1504.676296
4,6,300,M,H,0,0,1,1677.387627,1728.847201
7,5,301,F,W,0,0,0,1462.501366,1463.848964
6,3,302,M,D,0,0,0,1447.466413,1475.010024
3,5,303,F,D,0,1,0,1440.982028,1470.592607
3,5,304,M,H,0,0,0,1282.473781,1326.425611
6,9,305,F,W,0,0,0,1754.80546,1811.654487
5,9,306,F,W,1,0,0,1819.182421,1896.998239
5,6,307,M,W,0,0,0,1360.029652,1433.870797
4,6,308,F,W,0,0,0,1552.97616,1605.982343
5,10,309,M,W,0,1,1,1636.590577,1702.39752
4,5,310,M,A,1,0,0,1513.40267,1570.819672
4,7,311,F,W,0,0,0,1510.25252,1567.938138
3,3,312,F,B,1,0,0,1480.953354,1509.211646
4,6,313,M,A,1,0,0,1285.783153,1335.610301
6,2,314,M,W,0,0,0,1225.388929,1312.859049
5,9,315,F,W,1,0,1,1270.10901,1343.866726
5,10,316,M,W,1,0,0,1809.2201,1886.177659
3,11,317,M,W,1,0,0,1323.81134,1363.801378
4,7,318,M,W,0,0,1,1558.328741,1611.318198
4,10,319,F,W,1,0,1,1771.573504,1821.784515
3,9,320,F,W,0,0,0,1433.856279,1463.376166
6,12,321,M,W,0,0,0,1244.610206,1325.302241
5,3,322,F,D,0,0,0,1446.797847,1521.14258
5,11,323,M,H,1,0,0,1588.260441,1652.899049
5,3,324,M,W,1,1,0,1695.857515,1764.4296
4,1,325,F,W,0,1,0,1495.3114,1553.20481
5,3,326,F,H,0,0,0,1446.797847,1521.14258
6,3,327,F,D,1,1,0,1646.839605,1688.319325
4,11,328,M,W,0,0,0,1731.441774,1782.369986
6,3,329,F,A,0,0,0,1574.025011,1618.77458
6,12,330,F,W,1,1,0,1658.871672,1700.204286
4,5,331,F,W,0,1,0,1782.076011,1832.097377
4,5,332,M,B,0,0,0,1241.820742,1292.461521
5,6,333,M,B,0,0,0,1661.249345,1728.027085
5,3,334,M,H,0,0,1,1480.670831,1558.191083
5,5,335,F,H,0,0,0,1533.393317,1605.144897
3,6,336,M,B,1,0,0,1296.672087,1336.977897
6,6,337,M,B,0,0,0,1559.474546,1598.876626
5,5,338,F,W,1,0,0,1630.782587,1696.399635
4,3,339,F,W,1,0,0,1392.638985,1449.13489
4,12,340,M,W,0,0,0,1552.97616,1605.982343
4,11,341,F,W,0,0,0,1501.31233,1559.345669
3,6,342,F,W,0,1,0,1776.116268,1797.038434
4,1,343,F,W,1,0,0,1418.68456,1474.96677
3,4,344,F,W,0,0,1,1319.523338,1358.627228
6,11,345,M,H,0,0,0,1475.950587,1507.396433
4,12,346,M,B,0,0,0,1520.237717,1576.8824
5,5,347,F,D,1,0,0,1752.948087,1825.381646
5,11,348,F,W,0,0,0,1761.90161,1835.012504
4,7,349,F,W,0,0,0,1409.324752,1465.999484
5,5,350,M,D,1,0,0,1440.994689,1516.311475
4,9,351,M,W,1,0,1,1477.466486,1534.499465
7,11,352,M,W,0,0,0,1925.628545,1966.181387
4,5,353,F,H,0,0,0,1803.631677,1853.270947
3,12,354,F,W,0,0,0,1315.905459,1354.219732
3,11,355,F,B,1,1,0,1776.116268,1797.038434
3,10,356,F,W,0,0,0,1290.357454,1332.278589
4,7,357,M,W,0,0,0,1469.463241,1526.875727
4,3,358,M,W,1,0,0,1703.369914,1754.750774
8,4,359,F,W,0,0,0,1702.133322,1698.422231
5,10,360,F,W,1,0,0,1473.202629,1549.213488
5,4,361,F,W,0,0,0,1789.78913,1865.117781
5,5,362,F,W,0,0,0,1703.360363,1772.382844
3,8,363,F,W,0,0,0,1110.84581,1153.240356
7,9,364,F,W,1,0,0,1786.298754,1792.294221
7,6,365,M,H,0,0,1,1531.030036,1522.612723
4,5,366,F,B,0,0,1,1598.646794,1651.053128
5,8,367,M,W,0,0,0,1780.323782,1854.882661
4,8,368,M,W,1,0,0,1498.347014,1556.346894
4,5,369,F,W,0,0,1,1528.09644,1583.64867
6,6,370,M,W,1,0,1,1658.871672,1700.204286
4,3,371,F,H,1,0,0,1669.212581,1720.686675
6,3,372,M,W,0,0,1,1553.752322,1593.024331
4,9,373,M,H,0,0,0,1516.715535,1573.785893
5,7,374,M,W,1,0,1,1518.348892,1590.534631
7,5,375,F,W,0,0,0,1603.493998,1604.058254
4,5,376,M,H,1,1,1,1373.916281,1424.829412
3,6,377,M,W,0,0,0,1465.630547,1495.682486
4,4,378,M,W,0,0,1,1542.491709,1595.915197
4,3,379,M,H,1,0,0,1373.916281,1424.829412
5,10,380,F,W,1,0,0,1318.077919,1392.168002
4,11,381,F,A,1,0,0,1653.540276,1705.106977
4,7,382,M,W,0,0,1,1395.689388,1452.845727
5,2,383,F,W,0,0,1,1667.809031,1734.889316
3,6,384,F,W,1,0,0,1251.631726,1299.140697
4,6,385,F,W,1,0,0,1771.573504,1821.784515
4,8,386,F,W,0,0,0,1373.916281,1424.829412
5,11,387,M,W,0,0,0,1598.341236,1663.154047
6,5,388,M,W,0,0,0,1225.388929,1312.859049
7,2,389,F,H,1,0,0,1630.979234,1628.216989
6,1,390,M,W,0,0,0,1205.477712,1300.076166
4,2,391,F,W,1,0,0,1401.689997,1459.242355
3,2,392,F,W,0,0,0,1355.058456,1392.39367
6,1,393,M,W,0,0,1,1773.068473,1833.523603
7,3,394,M,W,0,0,1,1925.628545,1966.181387
4,6,395,M,W,1,0,0,1423.102574,1479.657052
4,3,396,M,H,0,0,0,1569.296938,1622.19011
7,2,397,F,W,0,0,0,1485.248316,1480.990121
4,6,398,M,A,0,0,1,1563.766179,1616.717105
5,12,399,M,W,0,0,1,1401.667182,1479.258802
5,9,400,M,W,0,0,0,1485.205514,1563.022672
6,1,401,F,W,0,0,0,1584.666457,1629.542304
3,3,402,M,H,1,1,0,1397.931496,1431.300839
5,7,403,M,W,0,0,0,1429.35113,1506.349459
4,9,404,F,H,1,0,0,1450.658822,1508.314388
3,1,405,F,A,1,0,0,1684.124408,1705.292203
4,5,406,F,A,0,0,0,1395.689388,1452.845727
5,5,407,M,H,1,0,0,1346.63578,1420.613657
4,6,408,F,B,1,0,0,1477.466486,1534.499465
7,12,409,M,W,1,0,0,1691.044155,1688.673113
6,3,410,M,B,1,0,0,1854.520685,1934.034181
5,1,411,F,W,1,0,0,1482.919965,1560.68323
7,11,412,M,H,1,0,0,1365.612892,1392.985934
6,8,413,M,W,1,0,0,1280.976642,1349.205897
4,5,414,M,B,0,0,1,1771.573504,1821.784515
4,6,415,M,D,1,1,0,1446.936167,1504.52967
5,3,416,F,W,0,0,0,1478.364183,1555.48774
6,3,417,M,W,1,0,0,1454.385279,1482.143122
6,1,418,M,W,0,0,1,1629.72824,1671.7708
4,4,419,M,W,0,0,0,1495.3114,1553.20481
5,2,420,F,W,0,0,0,1648.619282,1714.866564
5,12,421,F,W,1,0,0,1608.747679,1673.774122
3,11,422,F,W,1,0,0,1282.473781,1326.425611
6,5,423,M,H,0,0,0,1556.713458,1595.801633
4,12,424,M,W,0,0,0,1401.689997,1459.242355
3,11,425,M,W,0,0,0,1582.380652,1604.029772
6,5,426,M,W,0,0,0,1553.752322,1593.024331
4,2,427,M,W,1,1,1,1477.466486,1534.499465
5,5,428,M,W,0,0,0,1518.348892,1590.534631
5,5,429,F,B,0,0,1,1614.092166,1679.243729
4,4,430,M,B,1,0,0,1537.351657,1591.483273
6,7,431,F,W,0,0,0,1543.413558,1585.896442
5,6,432,M,H,1,0,0,1518.348892,1590.534631
6,1,433,F,W,1,0,0,1344.468229,1393.336699
6,5,434,F,H,1,0,0,1489.941715,1523.696014
7,11,435,F,W,0,0,0,1424.531213,1435.099009
5,2,436,F,W,1,0,0,1719.008541,1789.034607
3,3,437,M,W,1,0,1,1437.395905,1466.93609
6,8,438,F,W,0,0,1,1514.562403,1552.859436
3,3,439,M,H,1,0,0,1491.411908,1518.426861
5,10,440,F,W,1,0,0,1578.444027,1642.937631
4,2,441,M,W,1,0,1,1435.466387,1492.675508
4,6,442,M,B,0,0,0,1825.909322,1875.171899
5,12,443,M,W,1,0,0,1752.948087,1825.381646
6,9,444,F,W,0,0,0,1358.563488,1403.656461
5,5,445,M,W,1,0,0,1470.159865,1545.525593
6,3,446,M,H,1,0,0,1691.690756,1735.422205
5,5,447,M,W,0,0,0,1234.08951,1307.285107
